,GSE259348_DMED
CDH26,29
C20orf197,1
RP5-1017F8.2,0
MIR646HG,144
RP5-1016A21.1,0
RP11-151E14.1,0
RP5-827L5.2,0
RP5-827L5.1,0
CDH4,0
WI2-8325B5.1,0
RP5-827E24.1,0
RP11-429E11.3,0
RP11-429E11.2,0
TAF4,37
RP11-11M20.4,7
LSM14B,48
PSMA7,1714
SS18L1,61
MTG2,81
HRH3,0
OSBPL2,90
ADRM1,269
RP11-157P1.4,25
LAMA5,357
LAMA5-AS1,3
RP5-908M14.9,6
RPS21,6842
CABLES2,11
RBBP8NL,0
RP5-908M14.5,0
GATA5,0
RP13-379O24.3,0
RP13-379O24.2,0
C20orf166-AS1,15
MIR1-1HG,1
WI2-87327B8.1,0
WI2-87327B8.2,0
RP13-30A9.1,0
RP13-30A9.2,0
RP11-93B14.6,1
SLCO4A1,1
RP11-93B14.9,0
RP11-93B14.10,0
SLCO4A1-AS1,0
LINC00686,0
NTSR1,0
RP11-93B14.4,0
LINC00659,0
MRGBP,65
OGFR-AS1,2
OGFR,97
COL9A3,2
TCFL5,95
DIDO1,240
RP4-563E14.1,1
GID8,161
SLC17A9,0
BHLHE23,0
RP11-305P22.9,0
LINC00029,0
LINC01056,0
HAR1B,5
HAR1A,71
RP5-963E22.5,0
RP5-963E22.4,0
YTHDF1,91
RP5-963E22.6,0
BIRC7,0
NKAIN4,0
FLJ16779,0
ARFGAP1,51
COL20A1,0
CHRNA4,0
RP11-261N11.8,1
KCNQ2,0
RP11-358D14.3,0
RP11-358D14.2,0
EEF1A2,6
RP4-697K14.3,0
PPDPF,2156
PTK6,1
SRMS,0
RP4-697K14.15,0
C20orf195,0
HELZ2,22
GMEB2,58
CTD-3184A7.4,17
STMN3,49
RTEL1,1
RTEL1-TNFRSF6B,0
TNFRSF6B,0
ARFRP1,124
ZGPAT,0
RP4-583P15.15,0
RP4-583P15.16,1
LIME1,0
RP4-583P15.14,0
SLC2A4RG,278
ZBTB46,121
RP4-583P15.10,0
ZBTB46-AS1,1
RP4-591C20.9,3
ABHD16B,0
TPD52L2,226
DNAJC5,81
UCKL1,88
UCKL1-AS1,2
ZNF512B,72
SAMD10,2
PRPF6,442
LINC00176,2
SOX18,3
TCEA2,291
RP13-152O15.5,0
RGS19,43
OPRL1,4
LKAAEAR1,0
NPBWR2,0
MYT1,0
PCMTD2,155
LINC00266-1,2
AC008993.3,0
FAM138F,0
OR4F17,0
AC092192.1,0
CTD-3113P16.11,14
PLPP2,0
MIER2,22
CTD-3113P16.5,0
THEG,0
AC010641.1,0
C2CD4C,0
SHC2,103
ODF3L2,3
MADCAM1,7
AC005775.2,0
TPGS1,185
CDC34,153
GZMM,8
AC009005.2,1
BSG,1173
HCN2,2
POLRMT,45
AC004449.6,0
FGF22,1
RNF126,101
AC004156.3,2
FSTL3,60
PRSS57,1
PALM,40
MISP,0
AC006273.4,0
AC006273.5,1
PTBP1,229
PLPPR3,6
AZU1,1
PRTN3,2
ELANE,34
CFD,4284
MED16,67
R3HDM4,74
KISS1R,0
ARID3A,29
AC005391.2,0
WDR18,64
LLNLR-284B4.2,1
GRIN3B,1
TMEM259,280
LLNLR-284B4.1,1
CNN2,210
ABCA7,16
HMHA1,2
POLR2E,374
GPX4,1070
SBNO2,132
STK11,144
CBARP,4
AC004221.2,0
ATP5D,1412
MIDN,659
CIRBP,2339
CIRBP-AS1,0
C19orf24,101
MUM1,257
EFNA2,0
AC005330.2,0
AC004623.2,0
NDUFS7,618
LLNLR-307A6.1,0
AC005329.7,1
GAMT,290
DAZAP1,181
RPS15,9197
CTB-25B13.5,10
APC2,6
CTB-25B13.12,7
C19orf25,103
PCSK4,3
REEP6,7
ADAMTSL5,18
CTB-25B13.9,4
PLK5,0
MEX3D,37
MBD3,105
AC005943.2,4
UQCR11,1205
TCF3,84
AC005256.1,0
ONECUT3,0
ATP8B3,3
REXO1,76
CTB-31O20.3,1
CTB-31O20.6,0
KLF16,27
CTB-31O20.8,1
CTB-31O20.2,25
CTB-31O20.9,0
ABHD17A,289
SCAMP4,89
ADAT3,3
CSNK1G2,116
CSNK1G2-AS1,0
BTBD2,123
MKNK2,236
MOB3A,97
IZUMO4,17
AP3D1,156
DOT1L,48
AC004490.1,0
PLEKHJ1,144
SF3A2,119
AMH,0
JSRP1,0
OAZ1,2083
LLfos-48D6.2,33
C19orf35,9
LINGO3,0
LSM7,464
SPPL2B,60
TMPRSS9,9
TIMM13,302
LMNB2,38
AC005624.2,0
GADD45B,6364
GNG7,249
CTC-265F19.3,0
DIRAS1,12
AC006538.4,1
SLC39A3,84
SGTA,79
THOP1,43
ZNF554,23
ZNF555,19
AC006130.3,1
ZNF556,3
ZNF57,7
AC006277.2,3
ZNF77,24
TLE6,14
TLE2,133
AES,646
AC005944.2,0
GNA11,187
AC005262.3,0
AC005262.2,0
GNA15,3
AC005264.2,0
S1PR4,0
NCLN,64
CELF5,3
AC010649.1,0
NFIC,1079
SMIM24,0
DOHH,63
FZR1,42
MFSD12,57
C19orf71,2
AC005786.7,15
AC005786.5,0
HMG20B,319
GIPC3,9
TBXA2R,22
CACTIN-AS1,1
CACTIN,19
PIP5K1C,94
AC004637.1,0
TJP3,0
APBA3,31
AC005954.4,0
MRPL54,345
RAX2,0
MATK,0
ZFR2,2
ATCAY,4
NMRK2,84
DAPK3,271
EEF2,2815
PIAS4,46
ZBTB7A,341
MAP2K2,375
CREB3L3,0
SIRT6,57
ANKRD24,3
EBI3,0
CCDC94,58
SHD,0
TMIGD2,0
FSD1,4
STAP2,21
AC007292.7,0
MPND,53
AC007292.4,9
AC007292.3,3
SH3GL1,65
AC007292.6,6
CHAF1A,21
CTB-50L17.5,0
UBXN6,140
CTB-50L17.7,0
CTB-50L17.9,0
CTB-50L17.16,23
CTB-50L17.10,155
PLIN4,36
PLIN5,31
CTB-50L17.14,8
LRG1,0
SEMA6B,7
TNFAIP8L1,15
MYDGF,306
AC005339.2,0
DPP9,74
DPP9-AS1,2
MIR7-3HG,0
AC005523.3,0
FEM1A,29
AC005523.2,18
TICAM1,24
CTC-518P12.6,1
PLIN3,162
ARRDC5,0
UHRF1,10
KDM4B,198
PTPRS,317
CTC-482H14.5,3
LLNLR-304G9.1,2
ZNRF4,0
TINCR,3
SAFB2,483
SAFB,294
RPL36,6014
C19orf70,731
HSD11B1L,30
LONP1,91
CATSPERD,4
PRR22,2
CTB-54O9.9,0
DUS3L,48
NRTN,105
FUT6,2
FUT3,0
AC024592.9,0
FUT5,0
AC024592.12,2
NDUFA11,876
AC104532.3,0
AC104532.2,5
VMAC,24
AC104532.4,6
CAPS,38
CAPS-1,0
RANBP3,97
CTC-232P5.1,14
RFX2,340
CTC-232P5.3,26
CTB-66B24.1,18
ACSBG2,0
MLLT1,64
CTC-503J8.4,2
ACER1,0
CTB-180A7.3,3
CLPP,219
ALKBH7,560
PSPN,5
GTF2F1,281
CTB-180A7.8,2
KHSRP,193
SLC25A41,3
SLC25A23,204
CRB3,2
DENND1C,1
CTD-2396E7.11,0
TUBB4A,14
CTD-2396E7.9,0
CTD-2396E7.10,0
TNFSF9,17
CD70,1
TNFSF14,0
C3,33
GPR108,111
TRIP10,189
CTD-3128G10.6,4
SH2D3A,5
VAV1,1
ADGRE1,0
RP11-1137G4.3,0
CTB-25J19.1,0
MBD3L5,0
MBD3L4,0
MBD3L2,0
MBD3L3,0
ZNF557,47
INSR,335
CTB-133G6.1,7
CTD-2207O23.3,1
CTB-133G6.2,4
ARHGEF18,0
PEX11G,13
C19orf45,0
CTD-2207O23.12,0
ZNF358,178
CTD-2207O23.11,0
MCOLN1,67
CTD-2207O23.10,0
PNPLA6,39
CAMSAP3,0
XAB2,102
PET100,279
CTD-3214H19.4,2
PCP2,0
CTD-3214H19.6,0
STXBP2,3
RETN,1
MCEMP1,0
CTD-3214H19.16,0
TRAPPC5,6
FCER2,0
CLEC4G,0
CD209,1
CLEC4M,1
EVI5L,39
PRR36,3
CTD-3193O13.11,0
LRRC8E,0
CTD-3193O13.12,0
MAP2K7,115
CTD-3193O13.13,0
TGFBR3L,46
CTD-3193O13.1,8
SNAPC2,157
CTXN1,145
TIMM44,151
ELAVL1,317
CTD-3193O13.14,0
CTD-2325M2.1,4
CCL25,0
FBN3,0
CERS4,93
CTD-3020H12.4,0
CD320,137
CTD-2550O8.5,0
NDUFA7,49
RPS28,8820
KANK3,60
ANGPTL4,290
RAB11B-AS1,61
RAB11B,274
MARCH2,202
RP11-886P16.6,1
HNRNPM,926
PRAM1,7
ZNF414,66
MYO1F,11
AC092316.1,0
ADAMTS10,88
AC130469.2,7
CTD-2586B10.1,1
ACTL9,0
OR2Z1,0
ZNF558,40
CTD-2529P6.3,0
MBD3L1,5
MUC16,1
OR1M1,0
OR7G2,0
OR7G1,0
OR7G3,0
ZNF317,28
OR7D2,0
OR7D4,0
OR7E24,0
CTC-325H20.4,4
ZNF699,52
ZNF559,69
ZNF559-ZNF177,26
ZNF177,0
ZNF266,56
ZNF560,1
CTC-543D15.3,0
ZNF426,132
CTC-543D15.8,16
ZNF121,53
ZNF561,59
AC008759.1,0
ZNF562,94
ZNF812P,1
CTD-3116E22.8,1
CTD-3116E22.7,0
ZNF846,213
CTD-2623N2.5,1
FBXL12,126
UBL5,1430
CTD-2623N2.11,2
PIN1,458
OLFM2,165
COL5A3,322
CTD-2553C6.1,2
RDH8,0
C19orf66,149
CTD-2240E14.4,0
ANGPTL6,0
PPAN-P2RY11,0
PPAN,33
P2RY11,6
EIF3G,1088
DNMT1,161
S1PR2,15
MRPL4,220
CTD-2369P2.5,3
CTD-2369P2.4,0
ICAM1,51
CTD-2369P2.8,1
ICAM4,4
ICAM5,2
ZGLP1,5
CTD-2369P2.10,5
FDX1L,20
CTD-2369P2.12,0
RAVER1,6
AC114271.2,1
ICAM3,36
TYK2,36
CDC37,496
PDE4A,63
KEAP1,60
S1PR5,0
ATG4D,55
KRI1,55
CDKN2D,77
AP1M2,0
SLC44A2,272
ILF3-AS1,292
ILF3,441
QTRT1,152
DNM2,189
TMED1,80
C19orf38,5
CARM1,105
YIPF2,110
C19orf52,70
SMARCA4,197
CTC-215O4.4,2
LDLR,256
SPC24,2
KANK2,1501
DOCK6,146
CTC-510F12.2,40
CTC-510F12.7,10
ANGPTL8,3
TSPAN16,7
RAB3D,75
TMEM205,321
CCDC159,59
PLPPR2,91
CTD-2342J14.6,1
SWSAP1,29
EPOR,51
RGL3,198
CCDC151,35
PRKCSH,235
ELAVL3,2
CTC-398G3.6,0
ZNF653,17
ECSIT,128
CNN1,2219
ELOF1,165
ZNF627,54
ACP5,2
CTC-499B15.5,12
ZNF823,39
ZNF441,96
CTC-499B15.7,0
ZNF491,14
ZNF440,48
CTC-499B15.8,0
ZNF439,74
ZNF69,82
ZNF700,17
CTD-2006C1.13,6
ZNF763,12
ZNF433,30
CTD-2006C1.10,8
ZNF878,3
ZNF844,177
ZNF788,30
ZNF20,15
ZNF625-ZNF20,1
ZNF625,16
ZNF136,62
CTD-2666L21.1,61
ZNF44,228
ZNF563,37
ZNF442,82
CTD-3105H18.14,13
ZNF799,16
CTD-3105H18.16,29
ZNF443,8
CTD-3105H18.18,30
CTD-3105H18.7,3
ZNF709,3
CTD-2192J16.17,16
ZNF564,15
CTD-2192J16.20,7
CTD-2192J16.11,0
ZNF490,59
ZNF791,269
CTD-2192J16.22,1
MAN2B1,27
CTD-2192J16.24,0
WDR83,62
WDR83OS,864
DHPS,224
CTD-2192J16.26,1
FBXW9,9
CTD-2659N19.2,0
TNPO2,123
CTD-2659N19.4,0
C19orf43,995
ASNA1,217
BEST2,1
HOOK2,239
CTD-2659N19.9,0
JUNB,11368
PRDX2,1280
CTD-2659N19.10,7
RNASEH2A,70
RTBDN,0
CTD-2265O21.3,0
MAST1,5
DNASE2,107
CTD-2265O21.7,0
KLF1,0
GCDH,86
SYCE2,14
FARSA,60
FARSA-AS1,0
CALR,1133
CTC-425F1.4,8
RAD23A,695
GADD45GIP1,625
DAND5,0
NFIX,688
CTC-239J10.1,1
AC007787.2,0
LYL1,9
TRMT1,55
NACC1,44
AC005546.2,0
CTC-250I14.3,0
STX10,151
IER2,2253
CTC-250I14.6,0
CACNA1A,280
CCDC130,136
MRI1,73
CTB-5E10.3,1
C19orf53,720
AC008686.1,0
ZSWIM4,187
CTD-3252C9.2,0
CTD-3252C9.4,348
NANOS3,7
C19orf57,8
CC2D1A,60
PODNL1,3
DCAF15,60
RFX1,121
CTB-55O6.13,0
RLN3,0
CTB-55O6.4,0
IL27RA,2
PALM3,1
CTB-55O6.8,23
C19orf67,0
SAMD1,161
PRKACA,260
CTB-55O6.10,0
ASF1B,4
CTB-55O6.12,32
ADGRL1,48
CTD-2189E23.1,7
CTD-2189E23.2,0
CTC-548K16.2,4
CTC-548K16.1,0
ADGRE5,301
CTC-548K16.5,5
DDX39A,84
PKN1,195
PTGER1,23
GIPC1,272
DNAJB1,3242
TECR,641
NDUFB7,1750
CLEC17A,0
ADGRE3,4
ZNF333,82
ADGRE2,1
OR7A5,0
OR7C1,0
OR7A10,0
OR7A17,0
OR7C2,0
SLC1A6,0
CCDC105,0
CASP14,0
OR1I1,0
SYDE1,150
ILVBL,93
AC003956.1,0
NOTCH3,2480
AC004257.1,36
EPHX3,10
BRD4,642
LLNLR-246C6.1,0
AKAP8,176
AKAP8L,366
WIZ,102
RASAL3,4
PGLYRP2,0
CYP4F22,1
AD000091.2,0
CYP4F8,1
CYP4F3,4
CYP4F12,15
OR10H2,0
OR10H3,0
LLNLR-249E10.1,0
OR10H5,0
OR10H1,0
AC004510.3,0
AC004791.2,0
CYP4F2,0
CYP4F11,5
OR10H4,0
CTD-2231E14.4,0
TPM4,1899
CTD-2231E14.5,0
RAB8A,179
CTD-2231E14.8,0
HSH2D,1
CIB3,0
FAM32A,205
CTD-2562J15.4,2
AP1M1,108
CTD-2562J15.6,80
KLF2,3606
CTD-2013N17.7,0
EPS15L1,154
CTD-2013N17.4,5
CALR3,0
CTD-3222D19.2,6
C19orf44,11
CHERP,65
CTD-3222D19.12,1
SLC35E1,77
CTD-3222D19.11,1
CTD-3222D19.10,0
CTD-3222D19.8,9
MED26,33
CTC-429P9.4,0
CTC-429P9.2,6
CTC-429P9.1,9
SMIM7,346
TMEM38A,59
NWD1,2
SIN3B,142
F2RL3,1
CPAMD8,248
CTD-2528A14.1,5
HAUS8,30
CTD-2528A14.3,0
MYO9B,278
CTD-2528A14.5,0
CTD-3032J10.2,4
CTD-3032J10.4,1
CTD-3032J10.3,0
USE1,204
OCEL1,99
NR2F6,185
AC010646.3,0
USHBP1,11
BABAM1,223
CTD-2278I10.6,0
ANKLE1,1
ABHD8,74
MRPL34,367
DDA1,156
ANO8,31
GTPBP3,53
PLVAP,16
CTD-2278I10.1,0
CTD-2521M24.5,0
BST2,238
BISPR,9
MVB12A,163
CTD-2521M24.6,3
CTD-2521M24.8,1
TMEM221,1
CTD-2521M24.10,1
CTD-2521M24.11,0
NXNL1,0
SLC27A1,104
CTD-3131K8.2,40
PGLS,304
CTD-3131K8.3,0
FAM129C,1
COLGALT1,95
UNC13A,111
CTD-3149D2.3,0
MAP1S,82
CTD-3149D2.4,6
FCHO1,4
B3GNT3,0
INSL3,0
JAK3,19
RPL18A,9377
SLC5A5,0
CCDC124,294
KCNN1,2
ARRDC2,88
IL12RB1,1
MAST3,49
AC007192.6,1
PIK3R2,3
AC007192.4,3
IFI30,5
MPV17L2,37
RAB3A,10
AC068499.10,65
PDE4C,571
KIAA1683,163
JUND,3927
LSM4,272
PGPEP1,44
GDF15,16
LRRC25,0
SSBP4,421
ISYNA1,607
CTD-3137H5.1,0
ELL,152
AC005387.3,0
FKBP8,800
AC005387.2,1
KXD1,191
AC005253.2,11
AC005253.4,0
UBA52,5064
CRLF1,339
C19orf60,482
TMEM59L,27
KLHL26,39
CRTC1,137
COMP,23
UPF1,127
CERS1,0
GDF1,0
AC005197.2,0
COPE,585
AC002985.3,2
DDX49,95
HOMER3,58
AC005932.1,0
SUGP2,194
ARMC6,26
SLC25A42,74
TMEM161A,81
BORCS8-MEF2B,6
MEF2B,2
BORCS8,80
RFXANK,56
NR2C2AP,49
NCAN,0
HAPLN4,0
TM6SF2,3
SUGP1,79
MAU2,124
GATAD2A,258
CTB-184G21.3,0
TSSK6,3
NDUFA13,444
CTC-260F20.3,0
YJEFN3,15
CILP2,1
PBX4,17
AC002306.1,0
LPAR2,2
GMIP,5
ATP13A1,36
ZNF101,16
ZNF14,56
CTC-559E9.1,24
CTC-559E9.4,20
ZNF506,102
ZNF253,37
CTC-559E9.8,0
ZNF93,8
AC007204.2,0
ZNF682,79
ZNF90,18
CTC-260E6.6,31
ZNF486,37
CTC-513N18.6,3
ZNF737,66
CTC-513N18.7,13
CTD-2332E11.2,0
ZNF626,105
CTD-2626G11.2,0
ZNF66,36
ZNF85,38
CTD-2542C24.8,0
ZNF430,130
ZNF714,34
ZNF431,157
ZNF708,282
ZNF738,44
ZNF493,95
CTD-2561J22.3,32
LINC00664,1
ZNF429,125
RP11-678G14.2,33
RP11-678G14.3,3
RP11-678G14.4,0
ZNF100,80
RP11-420K14.8,1
ZNF43,167
ZNF208,95
AC003973.4,0
AC003973.5,0
ZNF257,11
ZNF676,39
RP11-157B13.7,0
RP11-157B13.8,0
ZNF729,2
ZNF98,20
AC011516.1,0
AC025811.3,0
LINC01233,0
AC011516.2,0
ZNF492,10
CTC-457E21.9,5
ZNF99,3
CTD-2579N5.3,0
ZNF728,19
CTD-2291D10.2,0
CTD-2291D10.1,0
CTD-2291D10.3,0
CTD-2291D10.4,0
ZNF730,7
ZNF724P,7
RP11-15H20.7,40
ZNF91,379
CTB-176F20.3,0
LINC01224,0
ZNF675,45
ZNF681,16
RP11-255H23.4,5
ZNF726,11
CTB-92J24.3,8
ZNF254,292
CTD-2017D11.1,19
CTD-2027I19.3,1
ERVK-28,0
LINC00662,214
CTC-459F4.1,4
CTC-459F4.3,71
CTC-459F4.5,1
CTD-2043I16.1,0
CTB-70G10.1,0
AC005780.1,0
AC093074.1,0
AC005307.1,0
AC005307.3,0
AC005616.1,0
AC005616.2,0
AC005394.1,0
AC079466.1,0
AC007795.1,0
AC011524.1,0
AC008991.1,0
AC011524.2,0
AC011524.3,0
LINC00906,0
LINC01532,0
UQCRFS1,448
CTB-32O4.2,4
CTB-32O4.3,0
CTB-32O4.4,0
CTC-525D6.5,0
CTC-525D6.2,0
VSTM2B,1
POP4,111
PLEKHF1,32
C19orf12,126
CCNE1,19
URI1,587
CTC-448F2.4,2
AC005597.1,0
ZNF536,1
CTC-565M22.1,0
CTC-400I9.2,0
CTC-400I9.1,0
CTC-400I9.3,0
CTC-439O9.3,5
TSHZ3,84
AC007796.1,8
AC008992.1,0
CTD-2050I18.2,0
CTD-2050I18.1,0
AC011525.2,0
AC011525.4,0
CTC-360P9.1,0
CTC-360P9.5,0
CTC-360P9.2,0
CTC-360P9.4,1
LINC01533,0
AC011518.1,0
AC011518.2,0
ZNF507,95
AC007773.2,3
DPY19L3,76
PDCD5,558
ANKRD27,86
CTC-379B2.4,2
RGS9BP,0
CTD-2538C1.2,2
NUDT19,19
CTD-2538C1.3,0
TDRD12,0
SLC7A9,11
CTD-2085J24.3,0
CEP89,158
FAAP24,12
RHPN2,26
GPATCH1,77
WDR88,15
LRP3,130
SLC7A10,0
CTD-2540B15.6,0
CTD-2540B15.12,0
CEBPA,27
CTD-2540B15.11,0
CTD-2540B15.7,0
CEBPA-AS1,7
CTD-2540B15.9,4
CEBPG,121
PEPD,252
CTD-2329C7.2,0
CHST8,143
KCTD15,46
CTC-526N19.1,6
LSM14A,664
KIAA0355,271
AC010504.2,6
GPI,322
RP11-618P17.4,26
PDCD2L,45
CTD-2588C8.8,3
UBA2,1542
WTIP,545
SCGB1B2P,1
SCGB2B2,118
ZNF302,423
CTD-2553L13.10,14
ZNF181,129
ZNF599,32
CTC-523E23.4,0
CTC-523E23.1,0
CTC-523E23.5,0
CTC-523E23.11,0
LINC00904,0
CTC-523E23.14,1
CTC-523E23.15,0
CTC-523E23.6,0
ZNF30-AS1,0
ZNF30,26
ZNF792,3
GRAMD1A,108
CTD-2527I21.7,5
CTD-2527I21.14,0
SCN1B,120
HPN,2
HPN-AS1,0
CTD-2527I21.15,0
FXYD3,16
LGI4,1507
FXYD1,2352
FXYD7,19
FXYD5,156
FAM187B,0
LSR,39
AC002128.5,0
USF2,189
HAMP,0
MAG,0
CD22,0
FFAR1,0
FFAR3,0
GPR42,0
LINC01531,0
AC002511.2,0
AC002511.3,0
FFAR2,0
KRTDAP,0
DMKN,12
SBSN,0
GAPDHS,0
TMEM147-AS1,11
TMEM147,288
ATP4A,0
AC002115.5,0
AC002115.9,0
HAUS5,43
RBM42,250
ETV2,7
COX6B1,1417
UPK1A,2
UPK1A-AS1,2
ZBTB32,5
KMT2B,154
IGFLR1,1
AD000671.6,0
U2AF1L4,58
PSENEN,173
AC002398.9,0
AC002398.11,8
LIN37,6
AC002398.12,18
HSPB6,1525
PROSER3,51
AC002398.13,2
ARHGAP33,25
LINC01529,0
PRODH2,1
NPHS1,7
KIRREL2,0
APLP1,8
NFKBID,28
HCST,18
TYROBP,31
LRFN3,27
AF038458.3,0
AF038458.5,0
SDHAF1,63
SYNE4,1
ALKBH6,30
AC002116.7,15
CLIP3,78
THAP8,12
WDR62,9
OVOL3,1
POLR2I,519
TBCB,504
CAPNS1,590
AD001527.7,3
COX7A1,1449
ZNF565,170
ZNF146,205
CTD-3162L10.1,0
LINC00665,54
ZFP14,108
CTD-3162L10.3,0
CTD-3162L10.4,0
ZFP82,61
ZNF566,90
CTD-2630F21.1,3
ZNF260,64
AC092295.4,1
ZNF529,98
ZNF529-AS1,33
ZNF382,19
ZNF461,63
CTD-3234P18.6,0
LINC01534,13
ZNF567,157
ZNF850,17
CTD-2162K18.4,1
CTD-2162K18.3,0
ZNF790-AS1,94
ZNF790,87
ZNF345,204
ZNF829,31
ZNF568,81
ZNF420,88
CTD-2293H3.2,6
CTC-454I21.3,12
ZNF585A,26
CTC-454I21.4,0
ZNF585B,37
ZNF383,71
LINC01535,5
CTD-3220F14.1,0
HKR1,78
CTD-3220F14.3,0
ZNF527,15
ZNF569,81
ZNF570,49
ZNF793-AS1,11
CTD-3064H18.2,0
ZNF793,87
CTD-3064H18.4,0
ZNF571-AS1,7
ZNF540,69
ZNF571,42
ZFP30,88
ZNF781,50
CTD-2528L19.4,4
ZNF607,11
CTD-2528L19.6,8
ZNF573,45
CTD-2554C21.2,11
AC016582.2,0
CTD-2554C21.3,2
WDR87,0
SIPA1L3,112
CTC-450M9.1,0
DPF1,4
SPINT2,152
PPP1R14A,2368
CTB-102L5.4,0
C19orf33,0
YIF1B,23
KCNK6,10
CATSPERG,98
AC005625.1,0
PSMD8,814
GGN,3
AC005789.9,0
SPRED3,14
FAM98C,87
RASGRP4,1
RYR1,14
AC067969.1,0
AC067969.2,0
MAP4K1,1
CTB-186G2.1,0
EIF3K,1821
ACTN4,2114
CTB-186G2.4,7
CAPN12,20
CTD-2540F13.2,9
LGALS7,1
LGALS7B,0
LGALS4,6
ECH1,717
AC104534.3,6
AC104534.2,0
HNRNPL,402
RINL,11
CTC-360G5.6,2
SIRT2,175
NFKBIB,87
CCER2,2
SARS2,12
CTC-360G5.8,0
MRPS12,127
CTC-360G5.9,1
FBXO17,182
FBXO27,38
CTB-189B5.3,0
ACP7,0
PAK4,43
CTC-218B8.3,3
NCCRP1,0
SYCN,0
IFNL3,0
IFNL2,0
IFNL1,0
LRFN1,2
GMFG,19
CTC-246B18.10,1
SAMD4B,265
PAF1,149
MED29,340
ZFP36,6835
PLEKHG2,603
RPS16,8575
SUPT5H,248
TIMM50,108
DLL3,0
SELV,0
EID2B,45
CTB-60E11.9,0
EID2,85
LGALS13,0
LGALS16,0
AC093063.3,0
LGALS14,0
CLC,0
LEUTX,0
LLNLR-268E12.1,1
DYRK1B,26
FBL,334
FCGBP,4
PSMC4,282
ZNF546,58
ZNF780B,174
ZNF780A,24
AC005614.3,0
MAP3K10,29
TTC9B,0
CNTD2,3
AKT2,124
C19orf47,9
PLD3,283
HIPK4,13
PRX,30
SERTAD1,1275
CTC-492K19.7,2
SERTAD3,231
CTC-492K19.4,1
BLVRB,460
SPTBN4,20
SHKBP1,50
LTBP4,423
AC010412.1,0
NUMBL,53
ADCK4,77
ITPKC,104
C19orf54,21
SNRPA,184
MIA,0
MIA-RAB4B,0
RAB4B,63
RAB4B-EGLN2,0
CTC-490E21.14,2
EGLN2,78
CTC-490E21.12,69
CTC-490E21.10,3
CYP2A6,3
CYP2A7,0
CYP2B6,0
CYP2A13,0
CYP2F1,0
CYP2S1,1
AXL,709
CTD-2195B23.3,0
HNRNPUL1,400
TGFB1,358
CCDC97,95
CTC-435M10.3,4
TMEM91,58
B9D2,21
EXOSC5,69
BCKDHA,3
CTC-435M10.6,0
B3GNT8,5
ATP5SL,81
ERICH4,2
PCAT19,14
AC006129.1,0
LINC01480,0
AC006129.2,0
CEACAM21,0
CEACAM4,0
CEACAM7,0
CEACAM5,0
AC011513.3,0
CEACAM6,0
AC011513.4,0
CEACAM3,0
AC020956.3,0
LYPD4,0
DMRTC2,0
RPS19,10586
CD79A,0
ARHGEF1,63
RABAC1,1495
ATP1A3,3
GRIK5,32
ZNF574,27
POU2F2,25
CTC-378H22.2,0
DEDD2,64
ZNF526,18
GSK3A,144
AC006486.9,3
ERF,177
CIC,104
PAFAH1B3,13
PRR19,1
TMEM145,0
MEGF8,61
CNFN,132
LIPE-AS1,121
LIPE,15
CXCL17,8
CEACAM1,9
CEACAM8,5
PSG3,0
PSG8,1
AC004603.4,0
PSG1,0
PSG6,0
PSG7,0
CTC-490G23.6,4
PSG11,0
PSG2,0
AC005392.13,0
PSG5,0
PSG4,0
PSG9,1
CTC-490G23.2,0
CD177,0
CTC-490G23.4,0
TEX101,0
LYPD3,8
PHLDB3,137
ETHE1,143
ZNF575,17
XRCC1,88
L34079.3,0
L34079.2,0
L34079.4,0
PINLYP,59
IRGQ,47
ZNF576,71
SRRM5,2
ZNF428,434
CADM4,7
PLAUR,76
IRGC,0
SMG9,38
KCNN4,1
AC115522.3,0
LYPD5,6
ZNF283,49
ZNF404,5
RP11-15A1.3,3
RP11-15A1.2,7
ZNF45,37
ZNF221,16
ZNF155,131
RP11-15A1.7,3
ZNF230,25
AC067968.3,0
ZNF222,8
AC084219.2,2
ZNF223,3
ZNF284,6
ZNF224,96
AC084219.4,2
ZNF225,11
ZNF234,49
ZNF226,87
ZNF227,60
ZNF235,128
ZNF233,7
ZNF112,12
CTC-512J12.6,1
ZNF285,2
ZNF229,18
ZNF180,40
CEACAM20,0
AC138472.6,0
IGSF23,4
CTB-171A8.1,130
PVR,75
CEACAM19,38
CEACAM16,0
BCL3,84
CBLC,0
BCAM,2147
PVRL2,280
CTB-129P6.4,2
TOMM40,136
APOE,5010
APOC1,221
APOC4-APOC2,0
APOC4,0
APOC2,1
CTB-129P6.11,3
CLPTM1,174
RELB,110
CLASRP,238
ZNF296,5
CTB-179K24.3,11
GEMIN7,19
MARK4,110
PPP1R37,43
AC005757.6,1
NKPD1,0
AC005757.7,0
TRAPPC6A,124
BLOC1S3,16
AC005779.2,0
AC006126.3,0
EXOC3L2,1
AC006126.4,0
CKM,1
KLC3,0
ERCC2,29
PPP1R13L,63
CD3EAP,30
ERCC1,576
FOSB,6056
RTN2,96
PPM1N,12
VASP,526
OPA3,235
GPR4,38
EML2,136
GIPR,1
SNRPD2,1025
QPCTL,24
FBXO46,47
BHMG1,0
SIX5,53
AC074212.6,17
DMPK,469
AC011530.4,2
DMWD,157
RSPH6A,4
SYMPK,125
AC092301.3,3
FOXA3,1
